Iniciativa,Tipo,Estagio,Âmbito,Periodicidade,Estado,Município,latitude,longitude
Festa Nacional Do Charque,Evento / Festival;Outros - ;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,PR,Chopinzinho,-25.8515,-52.5173
Festa Nacional Do Charque,Evento / Festival;Outros - ;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,PR,Cantagalo,-25.3734,-52.1198
Festa Nacional Do Charque,Evento / Festival;Outros - ;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,PR,Laranjeiras do Sul,-25.4077,-52.4109
Festa Nacional Do Charque,Evento / Festival;Outros - ;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,PR,Virmond,-25.3829,-52.1987
Festa Nacional Do Charque,Evento / Festival;Outros - ;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,PR,Mangueirinha,-25.9421,-52.1743
Festa Nacional Do Charque,Evento / Festival;Outros - ;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,PR,Pinhão,-25.6944,-51.6536
Festa Nacional Do Charque,Evento / Festival;Outros - ;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,PR,Foz do Jordão,-25.7371,-52.1188
Festa Nacional Do Charque,Evento / Festival;Outros - ;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,PR,Reserva do Iguaçu,-25.8319,-52.0272
Festival Da Rapadura,Evento / Festival;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,MG,Itaguara,-20.3947,-44.4875
Festival De Inverno E Gastronomia De Itaguara,Evento / Festival;Projeto Social;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Estadual,Anual,MG,Itaguara,-20.3947,-44.4875
Festa Nacional Da Tainha De Paranaguá,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,PR,Paranaguá,-25.5161,-48.5225
Festa Do Caranguejo De Paranagua,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,PR,Paranaguá,-25.5161,-48.5225
Gastronomia Pomerana,Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,ES,,-19.19,-40.34
Festival Só No Tira Gosto,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Municipal / Local,Anual,MG,,-18.1,-44.38
Festival Gastronômico De Guaraciaba,Evento / Festival;Roteiro Gastronômico;,Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Outra,MG,,-18.1,-44.38
Bier Jazz,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Estadual,Anual,DF,,-15.83,-47.86
33ª Edição Do Congresso Nacional Abrasel – Digital,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Estadual,Permanente,AC,,-8.77,-70.55
33ª Edição Do Congresso Nacional Abrasel – Digital,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Estadual,Permanente,AL,,-9.62,-36.82
33ª Edição Do Congresso Nacional Abrasel – Digital,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Estadual,Permanente,AP,,1.41,-51.77
33ª Edição Do Congresso Nacional Abrasel – Digital,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Estadual,Permanente,AM,,-3.47,-65.1
33ª Edição Do Congresso Nacional Abrasel – Digital,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Estadual,Permanente,BA,,-13.29,-41.71
33ª Edição Do Congresso Nacional Abrasel – Digital,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Estadual,Permanente,CE,,-5.2,-39.53
33ª Edição Do Congresso Nacional Abrasel – Digital,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Estadual,Permanente,DF,,-15.83,-47.86
33ª Edição Do Congresso Nacional Abrasel – Digital,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Estadual,Permanente,ES,,-19.19,-40.34
33ª Edição Do Congresso Nacional Abrasel – Digital,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Estadual,Permanente,GO,,-15.98,-49.86
33ª Edição Do Congresso Nacional Abrasel – Digital,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Estadual,Permanente,MA,,-5.42,-45.44
33ª Edição Do Congresso Nacional Abrasel – Digital,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Estadual,Permanente,MT,,-12.64,-55.42
33ª Edição Do Congresso Nacional Abrasel – Digital,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Estadual,Permanente,MS,,-20.51,-54.54
33ª Edição Do Congresso Nacional Abrasel – Digital,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Estadual,Permanente,MG,,-18.1,-44.38
33ª Edição Do Congresso Nacional Abrasel – Digital,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Estadual,Permanente,PA,,-3.79,-52.48
33ª Edição Do Congresso Nacional Abrasel – Digital,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Estadual,Permanente,PB,,-7.28,-36.72
33ª Edição Do Congresso Nacional Abrasel – Digital,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Estadual,Permanente,PR,,-24.89,-51.55
33ª Edição Do Congresso Nacional Abrasel – Digital,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Estadual,Permanente,PE,,-8.38,-37.86
33ª Edição Do Congresso Nacional Abrasel – Digital,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Estadual,Permanente,PI,,-6.6,-42.28
33ª Edição Do Congresso Nacional Abrasel – Digital,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Estadual,Permanente,RJ,,-22.25,-42.66
33ª Edição Do Congresso Nacional Abrasel – Digital,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Estadual,Permanente,RN,,-5.81,-36.59
33ª Edição Do Congresso Nacional Abrasel – Digital,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Estadual,Permanente,RS,,-30.17,-53.5
33ª Edição Do Congresso Nacional Abrasel – Digital,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Estadual,Permanente,RO,,-10.83,-63.34
33ª Edição Do Congresso Nacional Abrasel – Digital,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Estadual,Permanente,RR,,1.99,-61.33
33ª Edição Do Congresso Nacional Abrasel – Digital,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Estadual,Permanente,SC,,-27.45,-50.95
33ª Edição Do Congresso Nacional Abrasel – Digital,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Estadual,Permanente,SP,,-22.19,-48.79
33ª Edição Do Congresso Nacional Abrasel – Digital,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Estadual,Permanente,SE,,-10.57,-37.45
33ª Edição Do Congresso Nacional Abrasel – Digital,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Estadual,Permanente,TO,,-9.46,-48.26
Rio Craft Tour,Roteiro Gastronômico;,Desenvolvimento (iniciativa com menos de 2 anos),Estadual,Permanente,RJ,,-22.25,-42.66
Festival Do Aratu E Caranguejo,Evento / Festival;Projeto de Qualificação;Projeto Promocional;Projeto Social;Roteiro Gastronômico;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Estadual,Anual,SE,Aracaju,-10.9091,-37.0677
Sabores E Saberes,Evento / Festival;,Consolidada (geralmente com mais de 2 anos),Estadual,Anual,SE,Aracaju,-10.9091,-37.0677
Rota Da Farinha,Roteiro Gastronômico;,Desenvolvimento (iniciativa com menos de 2 anos),Estadual,Permanente,SE,,-10.57,-37.45
Qualificar A Gastronomia Das Comunidades - Turismo De Base Comunitária,Outros - Gastronomia de baixo Carbono;,Desenvolvimento (iniciativa com menos de 2 anos),Estadual,Anual,AC,Rio Branco,-9.97499,-67.8243
Festa Nacional Da Vindima,Evento / Festival;Produto Turístico de Gastronomia;,Consolidada (geralmente com mais de 2 anos),Federal / Nacional,Outra,RS,Flores da Cunha,-29.0261,-51.1875
